movieId,imdbId,tmdbId,title,genres,budget,revenue,production_companies,production_countries,popularity,vote_count,vote_average
2217,0020852,75793,Elstree Calling (1930),Comedy|Musical,0,0,British International Pictures,United Kingdom,0.84,3,4.8
2218,0021015,47695,Juno and the Paycock (1930),Drama,0,0,British International Pictures,United Kingdom,1.723,15,5.0
2219,0021165,31930,Murder! (1930),Mystery|Thriller,0,0,British International Pictures,United Kingdom,2.578,33,6.2
2220,0020142,20213,"Manxman, The (1929)",Drama,0,0,British International Pictures,United Kingdom,1.399,20,6.0
2221,0019702,543,Blackmail (1929),Drama|Thriller,0,0,British International Pictures,United Kingdom,5.462,74,6.7
2222,0018756,36054,Champagne (1928),Comedy,0,0,British International Pictures,United Kingdom,1.361,19,5.7
2223,0018876,143750,"Farmer's Wife, The (1928)",Comedy,0,0,,,0.6,1,10.0
2224,0017825,52782,Downhill (1927),Drama,0,0,Gainsborough Pictures,United Kingdom,1.337,20,6.3
2225,0017843,36055,Easy Virtue (1928),Drama,0,0,Gainsborough Pictures,United Kingdom,2.494,21,5.5
2226,0018328,36056,"Ring, The (1927)",Drama,0,0,British International Pictures,United Kingdom,3.148,28,6.0
2227,0017075,2760,"Lodger: A Story of the London Fog, The (1927)",Crime|Drama|Thriller,0,0,Carlyle Blackwell Productions|Gainsborough Pictures,United Kingdom,5.547,92,7.2
2229,0016230,64398,"Pleasure Garden, The (1925)",Drama,0,0,Münchner Lichtspielkunst|Bavaria Film|Gainsborough Pictures,,1.147,15,5.6
2231,0128442,10220,Rounders (1998),Drama,12000000,22921898,Spanky Pictures|Miramax,United States of America,8.323,739,7.0
2232,0123755,431,Cube (1997),Horror|Mystery|Sci-Fi|Thriller,250000,501818,Cube Libre|Feature Film Project|Harold Greenberg Fund|Odeon Films|Ontario Film Development Corporation|Téléfilm Canada|Viacom Canada,Canada,8.774,1931,6.9
2233,0118980,31641,Digging to China (1998),Drama,0,33556,"Ministry of Film, The|Digging to China LLC|Davis Entertainment Classics",United States of America,2.637,17,6.4
2234,0165857,223318,Let's Talk About Sex (1998),Drama,0,0,,,0.6,0,0.0
2235,0120775,69848,One Man's Hero (1999),Drama|War,0,0,Televisa S.A. de C.V.|Arco Films S.L|Hool/Macdonald Productions|Filmax|Silver Lion Films|Producciones San Patricia,United States of America|Mexico|Spain,1.4,2,9.3
2236,0124879,22796,Simon Birch (1998),Drama,20000000,18253415,Hollywood Pictures|Caravan Pictures,United States of America,4.634,97,6.6
2237,0119934,22256,Without Limits (1998),Drama,25000000,777423,Cruise/Wagner Productions|Warner Bros. Pictures,United States of America,2.398,29,6.5
2238,0075040,37550,Seven Beauties (Pasqualino Settebellezze) (1976),Comedy|Drama,0,0,Medusa Distribuzione,Italy,2.136,26,8.3
2239,0073817,37916,Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975),Comedy|Drama,0,0,Medusa Produzione,Italy,4.497,80,7.5
2240,0081207,21873,My Bodyguard (1980),Drama,0,22482952,Melvin Simon Productions|Market Street Productions|20th Century Fox,United States of America,4.703,45,6.6
2241,0085346,21500,Class (1983),Comedy,0,0,Orion Pictures,United States of America,5.107,60,5.9
2242,0087359,84116,"Grandview, U.S.A. (1984)",Drama,0,0,CBS Entertainment Productions,United States of America,1.473,8,6.3
2243,0092699,12626,Broadcast News (1987),Comedy|Drama|Romance,20000000,51249404,Amercent Films|American Entertainment Partners L.P.|Gracie Films|20th Century Fox,United States of America,6.894,150,6.8
2244,0092537,37818,"Allnighter, The (1987)",Comedy|Romance,0,0,,,0.6,5,3.6
2245,0096463,3525,Working Girl (1988),Comedy|Drama|Romance,28000000,103173635,20th Century Fox,United States of America,7.914,392,6.5
2246,0096166,129628,Stars and Bars (1988),Action|Comedy|Romance,0,0,,,0.91,7,4.6
2247,0095593,2321,Married to the Mob (1988),Comedy,10000000,21486757,Orion Pictures|Orion Pictures Corporation|Mysterious Arts,United States of America,7.42,103,5.7
2248,0098258,2028,Say Anything... (1989),Comedy|Drama|Romance,0,20036737,Gracie Films|20th Century Fox,United States of America,9.19,376,7.3
2249,0100212,16384,My Blue Heaven (1990),Comedy,0,0,Warner Bros. Pictures,United States of America,4.96,98,6.0
2250,0100134,91217,Men Don't Leave (1990),Drama,0,0,Geffen Pictures|Warner Bros. Pictures,United States of America,1.097,13,7.2
2251,0101530,77314,"Cabinet of Dr. Ramirez, The (1991)",Comedy,0,0,,,0.6,0,0.0
2252,0104412,10699,Hero (1992),Comedy|Drama,42000000,0,Columbia Pictures,United States of America,5.935,171,6.3
2253,0105629,11597,Toys (1992),Comedy|Fantasy,0,23278931,Baltimore Pictures|20th Century Fox,United States of America,7.804,251,5.2
2254,0082172,218624,Choices (1981),Drama,0,0,,,0.6,1,4.0
2255,0084938,47947,Young Doctors in Love (1982),Comedy,0,30688860,ABC Motion Pictures|20th Century Fox,United States of America,2.507,21,5.7
2256,0084472,48311,Parasite (1982),Horror|Sci-Fi,800000,7000000,,United States of America,1.947,15,4.5
2257,0087810,44772,No Small Affair (1984),Comedy|Romance,0,0,Delphi II Productions,United States of America,1.954,18,5.6
2259,0086973,14347,Blame It on Rio (1984),Comedy|Romance,0,18644570,Sherwood,United States of America,6.742,72,5.8
2260,0092225,41090,Wisdom (1986),Crime|Drama,0,0,Gladden Entertainment,United States of America,1.915,23,5.8
2261,0091680,18282,One Crazy Summer (1986),Comedy,0,0,A&M Films,United States of America,4.44,81,6.2
2262,0090583,18169,About Last Night... (1986),Comedy|Drama|Romance,0,38702310,TriStar Pictures|Delphi V Productions,United States of America,4.821,74,5.8
2263,0096073,11082,"Seventh Sign, The (1988)",Drama|Fantasy|Thriller,0,18875011,ML Delphi Premier Productions|TriStar Pictures|Interscope Communications,United States of America,6.554,124,5.9
2264,0098625,5971,We're No Angels (1989),Comedy|Crime,20000000,0,Paramount,United States of America,6.526,186,6.1
2265,0102558,11933,Nothing But Trouble (1991),Adventure|Comedy,40000000,8479793,Applied Action|Warner Bros. Pictures,United States of America,5.761,135,5.1
2266,0101523,20096,"Butcher's Wife, The (1991)",Comedy|Romance,0,0,Paramount,United States of America,3.853,57,5.4
2267,0102469,30815,Mortal Thoughts (1991),Mystery|Thriller,8000000,0,Columbia Pictures,United States of America,3.909,67,5.4
2268,0104257,881,"Few Good Men, A (1992)",Crime|Drama|Thriller,40000000,243240178,David Brown Productions,United States of America,12.642,1462,7.3
2269,0107211,4478,Indecent Proposal (1993),Drama|Romance,38000000,266614059,Paramount,United States of America,11.226,532,6.0
2271,0120788,22318,Permanent Midnight (1998),Drama,0,0,Artisan Entertainment|JD Productions,United States of America,4.234,47,6.1
2272,0120776,53113,One True Thing (1998),Drama,0,0,Universal Pictures,United States of America,3.18,45,6.5
2273,0120812,2109,Rush Hour (1998),Action|Comedy|Crime|Thriller,33000000,244386864,Roger Birnbaum Productions|New Line Cinema,United States of America,10.503,2035,6.8
2274,0113658,122289,Lilian's Story (1995),Drama,0,0,Movieco Australia,Australia,1.298,2,6.0
2275,0118736,24746,Six-String Samurai (1998),Action|Adventure|Sci-Fi,2000000,124494,HSX Films,United States of America,3.378,53,5.8
2276,0120835,72987,"Soldier's Daughter Never Cries, A (1998)",Drama,0,1782005,Capitol Films|British Screen Productions|Merchant Ivory Productions,France|United Kingdom|United States of America,1.738,10,6.9
2277,0120162,193103,Somewhere in the City (1998),Comedy|Drama,0,0,Sideshow Pictures,,0.841,0,0.0
2278,0122690,8195,Ronin (1998),Action|Crime|Thriller,55000000,70692101,United Artists|FGM Entertainment,France|United Kingdom|United States of America,9.627,1002,6.9
2279,0146336,9877,Urban Legend (1998),Horror|Thriller,14000000,72527595,TriStar Pictures|Original Film|Phoenix Pictures|Canal+ Droits Audiovisuels,Canada|France|United States of America,9.876,488,5.7
2280,0118863,26618,Clay Pigeons (1998),Crime,0,0,Intermedia Films|Fade In Films|IMF Internationale Medien und Film GmbH & Co. 2. Produktions KG,Germany|United States of America,3.669,55,6.3
2281,0119802,21132,Monument Ave. (1998),Action|Crime|Drama,0,0,Tribeca Productions|Apostle|Clinica Estetico|Filmline International|The Kushner-Locke Company|Phoenician Films|Spanky Pictures,Canada|United States of America,1.27,12,6.4
2282,0126604,11855,Pecker (1998),Comedy|Drama,0,0,Polar Entertainment|Fine Line Features,United States of America,5.1,81,5.9
2283,0100594,24016,"Sheltering Sky, The (1990)",Drama,25000000,2075084,Warner Bros. Pictures,Italy|United Kingdom,5.658,85,6.7
2284,0109206,14785,Bandit Queen (1994),Drama,0,399,Kaleidoscope Productions|Channel Four Films|Kaleidoscope Entertainment,India|United Kingdom,0.909,15,6.5
2285,0063850,14794,If.... (1968),Drama,0,500000,Paramount|Memorial Enterprises,United Kingdom,4.772,132,7.3
2286,0080731,3486,"Fiendish Plot of Dr. Fu Manchu, The (1980)",Comedy,0,0,Playboy Enterprises,United Kingdom|United States of America,0.871,14,4.4
2287,0047573,11071,Them! (1954),Horror|Sci-Fi|Thriller,23000000,0,Warner Bros. Pictures,United States of America,7.491,159,6.8
2288,0084787,1091,"Thing, The (1982)",Action|Horror|Sci-Fi|Thriller,15000000,19629760,Universal Pictures|Turman-Foster Company,United States of America,25.165,2761,8.0
2289,0105151,10403,"Player, The (1992)",Comedy|Crime|Drama,8000000,21706101,Fine Line Features|Avenue Pictures Productions|Spelling Entertainment|Addis Wechsler Pictures,United States of America,8.604,271,7.1
2290,0081554,11337,Stardust Memories (1980),Comedy|Drama,10000000,10389003,Jack Rollins & Charles H. Joffe Productions|United Artists,United States of America,5.206,160,7.1
2291,0099487,162,Edward Scissorhands (1990),Drama|Fantasy|Romance,20000000,53000000,20th Century Fox,United States of America,17.169,6722,7.6
2292,0117276,25723,Overnight Delivery (1998),Comedy|Romance,12000000,0,New Line Cinema|Motion Picture Corporation of America,United States of America,2.122,42,6.1
2293,0144604,73351,Shadrach (1998),Drama,0,0,Nu Image|Tidewater Pictures Inc.|Millennium Films,United States of America,0.933,5,6.5
2294,0120587,8916,Antz (1998),Adventure|Animation|Children|Comedy|Fantasy,60000000,171757863,DreamWorks Animation|Pacific Data Images (PDI)|DreamWorks,United States of America,11.08,2331,6.1
2295,0120823,28134,"Impostors, The (1998)",Comedy,0,2197921,Fox Searchlight Pictures,,2.773,29,5.8
2296,0120770,9429,"Night at the Roxbury, A (1998)",Comedy,17000000,30331165,Paramount|SNL Studios,United States of America,6.833,291,6.0
2297,0120889,12159,What Dreams May Come (1998),Adventure|Drama|Fantasy|Romance,85000000,71485043,PolyGram Filmed Entertainment|Universal Pictures,New Zealand|United States of America,8.916,1028,7.0
2298,0124102,27791,Strangeland (1998),Thriller,1100000,631221,Shooting Gallery|Snider Than Thou Productions Inc.,United States of America,3.767,52,4.8
2299,0052607,43106,"Battle of the Sexes, The (1959)",Comedy,0,0,Prometheus Film Productions Ltd,United Kingdom,0.977,9,7.1
2300,0063462,30197,"Producers, The (1968)",Comedy,947000,0,Embassy Pictures Corporation|Crossbow Productions,United States of America,6.366,275,7.4
2301,0082517,10156,History of the World: Part I (1981),Comedy|Musical,11000000,31672907,Brooksfilms|20th Century Fox,United States of America,9.804,305,6.6
2302,0104952,10377,My Cousin Vinny (1992),Comedy,11000000,64088552,Palo Vista Productions|Peter V. Miller Investment Corp.|20th Century Fox,United States of America,9.577,583,7.4
2303,0073440,3121,Nashville (1975),Drama|Musical,2200000,0,American Broadcasting Company (ABC)|Paramount|ABC Entertainment,United States of America,6.35,131,7.4
2304,0119577,4975,Love Is the Devil (1998),Drama,0,0,,United Kingdom,2.393,26,7.0
2305,0139615,37532,Slam (1998),Drama,1,0,,,1.25,10,7.6
2306,0120701,9713,Holy Man (1998),Comedy,60000000,0,Touchstone Pictures|Caravan Pictures,United States of America,4.587,174,5.0
2307,0122642,134368,One Tough Cop (1998),Action|Crime,0,0,Patriot Pictures,,1.646,3,3.0
2308,0069966,85837,Detroit 9000 (1973),Action|Crime,0,0,Holly Hill Productions,United States of America,1.341,13,5.5
2309,0141824,1039,"Inheritors, The (Siebtelbauern, Die) (1998)",Drama|Mystery,0,0,Bayerischer Rundfunk|Dor Film Produktionsgesellschaft GmbH|Österreichischer Rundfunk (ORF),Austria,1.639,8,6.9
2310,0119670,9821,"Mighty, The (1998)",Drama,0,0,Miramax,United States of America,5.744,105,7.3
2311,0086837,4437,2010: The Year We Make Contact (1984),Sci-Fi,28000000,40400657,Metro-Goldwyn-Mayer,United States of America,7.623,403,6.6
2312,0090830,1890,Children of a Lesser God (1986),Drama,0,31853080,Paramount,United States of America,6.084,114,7.0
2313,0080678,1955,"Elephant Man, The (1980)",Drama,5000000,26010864,Brooksfilms,United Kingdom|United States of America,7.855,1312,8.0
2314,0120603,39437,Beloved (1998),Drama,0,0,Harpo Films|Touchstone Pictures,United States of America,2.105,41,5.7
2315,0144120,11932,Bride of Chucky (Child's Play 4) (1998),Comedy|Horror|Thriller,25000000,50671850,Universal Pictures|Midwinter Productions Inc.,Canada|United States of America,14.17,645,5.6
2316,0120791,6435,Practical Magic (1998),Drama|Fantasy|Mystery|Romance,75000000,46683377,DiNovi Pictures|Village Roadshow Pictures|Stargate Studios|Fortis Films|Warner Bros. Pictures,United States of America,5.893,605,6.5
2317,0119534,108316,"Alarmist, The (a.k.a. Life During Wartime) (1997)",Comedy,0,0,,,0.752,3,3.3
2318,0147612,10683,Happiness (1998),Comedy|Drama,3000000,2807390,Good Machine|Killer Films,United States of America,7.176,309,7.6
2319,0119986,63709,Reach the Rock (1998),Comedy|Drama,0,0,Gramercy Pictures,United States of America,1.372,6,7.4
2320,0118636,9445,Apt Pupil (1998),Drama|Thriller,14000000,0,TriStar Pictures|Bad Hat Harry Productions|Phoenix Pictures,France|United States of America,8.299,244,6.5
2321,0120789,2657,Pleasantville (1998),Comedy|Drama|Fantasy,0,0,New Line Cinema|Larger Than Life Productions|Juno Pix,United States of America,7.426,811,7.2
2322,0120157,9425,Soldier (1998),Action|Sci-Fi|War,75000000,14567883,Impact Pictures|Jerry Weintraub Productions|Morgan Creek Productions|Warner Bros. Pictures,United States of America,9.188,311,6.1
2323,0150230,32326,"Cruise, The (1998)",Documentary,0,0,Charter Films Inc.,United States of America,0.9,9,7.8
2324,0118799,637,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama|Romance|War,20000000,229400000,Melampo Cinematografica|Miramax,Italy,18.446,6580,8.4
2325,0124819,8675,Orgazmo (1997),Comedy,1000000,0,Kuzui Enterprises|Avenging Conscience|Focus Features,Japan|United States of America,7.799,168,6.2
2326,0143874,125762,Shattered Image (1998),Drama|Thriller,0,0,,,1.711,0,0.0
2327,0100740,20701,Tales from the Darkside: The Movie (1990),Fantasy|Horror|Thriller,3500000,16324573,Paramount|Laurel Productions|Darkside Movie|Laurel Entertainment,United States of America,7.455,130,5.9
2328,0120877,9945,Vampires (1998),Horror|Western,20000000,0,Columbia Pictures|Largo Entertainment|JVC Entertainment Networks|Film Office|Spooky Tooth Productions|Storm King Productions,United States of America,6.631,423,6.1
2329,0120586,73,American History X (1998),Crime|Drama,20000000,23875127,New Line Cinema|Savoy Pictures|The Turman-Morrissey Company,United States of America,17.645,5300,8.3
2330,0116481,18603,Hands on a Hard Body (1996),Comedy|Documentary,0,0,,United States of America,0.6,9,7.8
2331,0120722,46889,Living Out Loud (1998),Comedy|Drama|Romance,12000000,12902790,New Line Cinema|Jersey Films,United States of America,1.969,16,5.9
2332,0158493,12888,Belly (1998),Crime|Drama,0,0,Artisan Entertainment,United States of America,4.919,58,5.8
2333,0120684,3033,Gods and Monsters (1998),Drama,10000000,6451628,Flashpoint (I)|Lions Gate Films|Showtime Networks,United Kingdom|United States of America,5.492,121,7.1
2334,0133952,9882,"Siege, The (1998)",Action|Thriller,70000000,116672912,Lynda Obst Productions|20th Century Fox|Bedford Falls Productions,United States of America,8.472,552,6.2
2335,0120484,10663,"Waterboy, The (1998)",Comedy,23000000,185991646,Touchstone Pictures,United States of America,9.566,801,5.9
2336,0127536,4518,Elizabeth (1998),Drama,30000000,82150642,PolyGram Filmed Entertainment|Working Title Films|Channel Four Films,United States of America,7.904,597,7.2
2337,0120879,1808,Velvet Goldmine (1998),Drama,0,1053788,Zenith Entertainment|Channel Four Films|Goldwyn Films|Killer Films|Newmarket Capital Group|Single Cell Pictures|Miramax,United Kingdom,6.48,198,7.0
2338,0130018,3600,I Still Know What You Did Last Summer (1998),Horror|Mystery|Thriller,65000000,40002112,Summer Knowledge LLC|Columbia Pictures|Mandalay Entertainment,United States of America,8.654,656,5.2
2339,0155753,17037,I'll Be Home For Christmas (1998),Comedy|Romance,30000000,0,Walt Disney Pictures,United States of America,7.486,113,5.5
2340,0119643,297,Meet Joe Black (1998),Romance,90000000,142940100,Universal Pictures|City Light Films,United States of America,11.515,1965,7.1
2341,0120643,5332,Dancing at Lughnasa (1998),Drama,0,0,Sony Pictures Classics|Bórd Scannán na hÉireann|RTÉ,Ireland|United Kingdom|United States of America,3.128,16,6.3
2342,0116488,21589,Hard Core Logo (1996),Comedy|Drama,0,0,Terminal City Pictures,Canada,1.095,12,6.7
2343,0120767,8336,"Naked Man, The (1998)",Drama,0,0,,United States of America,0.6,3,6.0
2344,0089941,11893,Runaway Train (1985),Action|Adventure|Drama|Thriller,9000000,7936012,Golan-Globus Productions|Northbrook Films|Cannon Group,Israel|United States of America,8.528,203,7.1
2345,0090934,123056,Desert Bloom (1986),Drama,0,0,,,1.486,8,5.8
2346,0073747,12223,"Stepford Wives, The (1975)",Mystery|Sci-Fi|Thriller,0,0,Fadsin Cinema Associates|Palomar Pictures International,United States of America,5.477,114,6.8
2347,0087932,32081,"Pope of Greenwich Village, The (1984)",Drama,0,0,United Artists,United States of America,3.346,51,6.5
2348,0091954,14924,Sid and Nancy (1986),Drama,4000000,2826523,Initial Pictures|U.K. Productions Entity|Zenith Entertainment,United Kingdom,5.381,197,6.9
2349,0091538,10002,Mona Lisa (1986),Comedy|Thriller,0,5794184,HandMade Films,United Kingdom,4.42,89,7.0
2350,0099750,41817,Heart Condition (1990),Comedy,0,4134992,New Line Cinema,United States of America,1.899,37,5.5
2351,0050783,19426,"Nights of Cabiria (Notti di Cabiria, Le) (1957)",Drama,0,752045,Dino de Laurentiis Cinematografica|Les Films Marceau,Italy|France,5.617,214,8.0
2352,0085244,12560,"Big Chill, The (1983)",Comedy|Drama,0,0,Columbia Pictures,United States of America,8.319,213,7.1
2353,0120660,9798,Enemy of the State (1998),Action|Thriller,90000000,250649836,No Such Productions|Jerry Bruckheimer Films|Scott Free Productions|Touchstone Pictures,United States of America,9.337,1817,6.8
2354,0134067,14444,"Rugrats Movie, The (1998)",Animation|Children|Comedy,30000000,100491683,Klasky-Csupo|Nickelodeon Movies|Paramount,United States of America,5.828,250,5.8
2355,0120623,9487,"Bug's Life, A (1998)",Adventure|Animation|Children|Comedy,120000000,363258859,Pixar,United States of America,18.428,4459,6.9
2356,0120533,9466,Celebrity (1998),Comedy,0,0,Sweetland Films|Magnolia Productions,United States of America,5.505,172,6.0
2357,0140888,666,Central Station (Central do Brasil) (1998),Drama,2900000,5596708,MACT Productions|Videofilms|Riofilm,Brazil,5.528,255,8.0
2358,0120070,2042,Savior (1998),Drama|War,10000000,0,Initial Entertainment Group (IEG),United States of America,3.249,43,6.9
2359,0166396,10162,Waking Ned Devine (a.k.a. Waking Ned) (1998),Comedy,3000000,43515982,Fox Searchlight Pictures|Tomboy Films|Canal+,France|United Kingdom|United States of America,4.989,113,7.2
2360,0154420,309,"Celebration, The (Festen) (1998)",Drama,1300000,0,Nimbus Film Productions|Nordic Film|Danmarks Radio (DR)|SVT,Denmark|Sweden,4.891,349,7.8
2361,0069089,692,Pink Flamingos (1972),Comedy,12000,6000000,Dreamland Productions,United States of America,6.544,177,6.3
2362,0045826,24018,Glen or Glenda (1953),Drama,0,0,Screen Classics (II),United States of America,2.278,45,4.6
2363,0047034,1678,Godzilla (Gojira) (1954),Drama|Horror|Sci-Fi,1000000,0,Toho Film (Eiga) Co. Ltd.,Japan,7.615,292,7.1
2364,0087344,39256,"Godzilla 1985: The Legend Is Reborn (Gojira) (Godzilla) (Return of Godzilla, The) (1984)",Action|Horror|Sci-Fi|Thriller,2000000,4100000,New World Pictures,United States of America|Japan,4.528,49,6.3
2365,0056142,1680,King Kong vs. Godzilla (Kingukongu tai Gojira) (1962),Action|Sci-Fi,0,0,"Toho Company, Ltd.|Tokyo Laboratory",Japan,5.109,71,5.9
2366,0024216,244,King Kong (1933),Action|Adventure|Fantasy|Horror,672000,10000000,RKO Radio Pictures,United States of America,9.022,573,7.6
2367,0074751,10730,King Kong (1976),Adventure|Fantasy|Romance|Sci-Fi|Thriller,23000000,90614445,Dino De Laurentiis Company|Paramount,United States of America,7.048,310,5.9
2368,0091344,31947,King Kong Lives (1986),Adventure|Sci-Fi,10000000,4711220,De Laurentiis Entertainment Group (DEG),United States of America,2.701,48,4.4
2369,0089017,8130,Desperately Seeking Susan (1985),Comedy|Drama|Romance,5000000,27400000,Orion Pictures,United States of America,5.741,163,6.1
2370,0089087,11532,"Emerald Forest, The (1985)",Action|Adventure|Drama,0,24467000,Embassy Pictures Corporation|Christel Films,United Kingdom,6.758,98,6.9
2371,0089155,9749,Fletch (1985),Comedy|Crime|Mystery,8000000,59612888,Universal Pictures,United States of America,7.573,293,6.8
2372,0097366,14628,Fletch Lives (1989),Comedy,8045760,35150960,Universal Pictures|Vincent Pictures,United States of America,6.185,129,5.9
2373,0089893,9626,Red Sonja (1985),Action|Adventure|Fantasy,17900000,6948633,Famous Films (II)|Dino De Laurentiis Company|Metro-Goldwyn-Mayer,Netherlands|United States of America,7.168,328,5.1
2374,0091159,13698,Gung Ho (1986),Comedy|Drama,0,36611610,Paramount,United States of America,5.779,84,6.0
2375,0091541,10466,"Money Pit, The (1986)",Comedy,10000000,54999651,Amblin Entertainment|Universal Pictures,United States of America,7.671,437,6.4
2376,0090264,707,"View to a Kill, A (1985)",Action|Adventure|Thriller,30000000,152427960,Eon Productions,United Kingdom,17.915,772,6.2
2377,0089489,11954,Lifeforce (1985),Horror|Sci-Fi,25000000,0,Golan-Globus Productions|TriStar Pictures|Easedram|Cannon Group,United Kingdom,7.562,203,6.3
2378,0087928,9336,Police Academy (1984),Comedy|Crime,4500000,146198896,The Ladd Company|Warner Bros. Pictures,United States of America,11.381,1032,6.6
2379,0089822,10157,Police Academy 2: Their First Assignment (1985),Comedy|Crime,0,55600000,The Ladd Company|Warner Bros. Pictures,United States of America,12.45,573,5.9
2380,0091777,12118,Police Academy 3: Back in Training (1986),Comedy|Crime,0,43579163,Police Academy Productions|Warner Bros. Pictures,United States of America,13.053,447,5.7
2381,0093756,10587,Police Academy 4: Citizens on Patrol (1987),Comedy|Crime,0,28061343,Warner Bros. Pictures,United States of America,11.575,433,5.3
2382,0095882,11825,Police Academy 5: Assignment: Miami Beach (1988),Comedy|Crime,0,19510371,Warner Bros. Pictures,United States of America,12.776,333,5.0
2383,0098105,11895,Police Academy 6: City Under Siege (1989),Comedy|Crime,0,11567217,Warner Bros. Pictures,United States of America,11.982,308,4.9
2384,0120595,9447,Babe: Pig in the City (1998),Adventure|Children|Drama,90000000,69131860,Kennedy Miller Productions,Australia,10.544,552,5.4
2385,0119304,12257,Home Fries (1998),Comedy|Romance,15000000,10443316,Baltimore Pictures|Kasdan Pictures|Warner Bros. Pictures,United States of America,2.878,47,4.7
2386,0165494,37536,Jerry Springer: Ringmaster (1998),Comedy|Drama,3500000,9247881,Artisan Entertainment,United States of America,2.044,18,3.7
2387,0124198,10029,Very Bad Things (1998),Comedy|Crime,30000000,9898412,VBT Productions|Initial Entertainment Group (IEG)|Interscope Communications|Ballpark Productions Partnership,United States of America,6.818,281,6.3
2388,0119248,27104,Steam: The Turkish Bath (Hamam) (1997),Drama|Romance,0,0,,Spain|Italy|Turkey,3.046,39,6.7
2389,0155975,11252,Psycho (1998),Crime|Horror|Thriller,60000000,37141130,Universal Pictures|Imagine Entertainment,United States of America,6.227,405,5.0
2390,0147004,8545,Little Voice (1998),Comedy,0,0,Miramax,United Kingdom,6.324,91,6.6
2391,0120324,10223,"Simple Plan, A (1998)",Crime|Drama|Thriller,30000000,16316273,British Broadcasting Corporation|Paramount,United States of America,6.102,320,7.1
2392,0141109,9745,Jack Frost (1998),Children|Comedy|Drama,27000000,0,The Canton Company|Azoff Entertainment|Warner Bros. Pictures,United States of America,7.284,498,5.8
2393,0120844,200,Star Trek: Insurrection (1998),Action|Drama|Romance|Sci-Fi,70000000,118000000,Paramount|Digital Image Associates,United States of America,9.092,560,6.4
2394,0120794,9837,"Prince of Egypt, The (1998)",Animation|Musical,70000000,218613188,DreamWorks Animation|DreamWorks,United States of America,14.299,1727,7.1
2395,0128445,11545,Rushmore (1998),Comedy|Drama,9000000,17096053,Touchstone Pictures|American Empirical Pictures,United States of America,7.044,1081,7.5
2396,0138097,1934,Shakespeare in Love (1998),Comedy|Drama|Romance,25000000,289317794,Universal Pictures|Miramax|Bedford Falls Productions,United States of America,12.108,1535,6.9
2397,0087688,110643,Mass Appeal (1984),Drama,0,0,,,1.532,3,7.5
2398,0039628,11881,Miracle on 34th Street (1947),Comedy|Drama,0,0,20th Century Fox,United States of America,10.401,270,7.4
2399,0089961,13764,Santa Claus: The Movie (1985),Adventure|Children|Fantasy,50000000,23717291,TriStar Pictures|Calash Corporation,United States of America,4.925,92,6.1
2400,0098115,24951,Prancer (1989),Children|Drama|Fantasy,0,0,Raffaella Productions|Orion Pictures|Cineplex-Odeon Films|Nelson Entertainment,Canada|United States of America,4.043,32,5.9
2401,0089767,8879,Pale Rider (1985),Western,0,41410568,Warner Bros. Pictures|Malpaso Productions,United States of America,9.363,388,7.1
2402,0089880,1369,Rambo: First Blood Part II (1985),Action|Adventure|Thriller,10000000,0,TriStar Pictures|Carolco Pictures,United States of America,17.49,1443,6.4
2403,0083944,1368,First Blood (Rambo: First Blood) (1982),Action|Adventure|Drama|Thriller,15000000,125212904,Orion Pictures|Carolco Pictures|Anabasis N.V.|Elcajo Productions,United States of America,20.338,2524,7.3
2404,0095956,1370,Rambo III (1988),Action|Adventure|Thriller|War,10000000,0,TriStar Pictures|Carolco Pictures,United States of America,12.844,1174,5.9
2405,0089370,10303,"Jewel of the Nile, The (1985)",Action|Adventure|Comedy|Romance,25000000,96773200,SLM Production Group|Stone Group Pictures|20th Century Fox,United States of America,10.392,451,6.1
2406,0088011,9326,Romancing the Stone (1984),Action|Adventure|Comedy|Romance,10000000,86572238,SLM Production Group|Nina Saxon Film Design|El Corazon Producciones S.A.|20th Century Fox,Mexico|United States of America,10.057,749,6.6
2407,0088933,10328,Cocoon (1985),Comedy|Sci-Fi,0,85313124,SLM Production Group|Zanuck/Brown Productions|20th Century Fox,United States of America,7.213,527,6.5
2408,0094890,11285,Cocoon: The Return (1988),Comedy|Sci-Fi,17500000,25024919,Zanuck/Brown Productions|20th Century Fox,United States of America,7.307,150,5.4
2409,0079817,1367,Rocky II (1979),Action|Drama,7000000,200182160,Winkler Films,United States of America,14.814,1780,7.1
2410,0084602,1371,Rocky III (1982),Action|Drama,17000000,270000000,Winkler Films,United States of America,15.454,1618,6.7
2411,0089927,1374,Rocky IV (1985),Action|Drama,31000000,300473716,Winkler Films,United States of America,16.049,1751,6.9
2412,0100507,1375,Rocky V (1990),Action|Drama,42000000,119946358,United Artists|Winkler Films,United States of America,14.584,1247,5.5
2413,0088930,15196,Clue (1985),Comedy|Crime|Mystery|Thriller,15000000,14643997,Debra Hill Productions|Paramount|The Guber-Peters Company|PolyGram Filmed Entertainment,United States of America,9.619,579,7.3
2414,0090357,11904,Young Sherlock Holmes (1985),Action|Adventure|Children|Fantasy|Mystery|Thriller,18000000,0,Amblin Entertainment|Paramount,United States of America,6.904,260,6.9
